case_id,trade_nm,cty_nm,st_cd,h2a_violtn_cnt,h2b_violtn_cnt,findings_start_date,year filed
1665740,"East Coast Sod, LLC",Woodstown,NJ,39,0,12/11/2010,2010
1615403,Lanark Farms,Warren,AR,40,0,7/19/2009,2009
1537950,Huerta Harvesting,Yuma,AZ,40,0,1/8/2009,2009
1622664,Cahoon Farms,Wolcott,NY,40,0,8/6/2010,2010
1617287,Coosaw Farms,Fairfax,SC,40,0,5/4/2009,2009
1563602,Sandyhill Farms,Webster,KY,40,0,2/1/2008,2008
1555705,Ingalls Honey,Bancroft,IA,40,0,1/10/2009,2009
1552702,Britt's Garden Acres,Manhattan,KS,40,0,1/1/2008,2008
1625990,Gisi Pheasant Farms,Ipswich,SD,40,0,3/10/2011,2011
1545094,Greenbrier Farms Nursery,Chesapeake,VA,40,0,4/27/2009,2009
1515032,"Zappala Farms, LLC",Cato,NY,40,0,3/1/2008,2008
1618119,Jeff Bullock Farms,Mount Vernon,KY,41,0,7/28/2009,2009
1555632,"Fresh Harvest, Inc",Salinas,CA,41,0,3/31/2009,2009
1554622,"Thies Farm & Greenhouses, Inc.",Saint Louis,MO,41,0,5/8/2009,2009
1648991,PAUL MICHAEL COMPANY,Lake Village,AR,41,0,3/24/2010,2010
1521586,Ramon Forestry Service,Clinton,ME,41,0,8/8/2006,2006
1518045,1314 Trojan Rd Labor Camp,Monetta,SC,41,0,6/19/2008,2008
1463460,"Sandy's Plants, Inc.",Mechanicsville,VA,41,0,12/4/2004,2004
1620373,Gary Holman Tobacco,Russellville,KY,42,0,7/19/2009,2009
1518970,B & M Blueberry Farms,Lumberton,MS,42,0,7/11/2006,2006
1617377,Elvis Witcher,Rocky Mount,VA,42,0,5/7/2009,2009
1671998,"White Oak Tobacco, LLC",Scottsville,KY,42,0,4/16/2010,2010
1531662,Faria Dairy,Willcox,AZ,42,0,11/20/2007,2007
1495788,Parker Farms,Vardaman,MS,42,0,5/10/2007,2007
1484758,RTC  Inc.,Adairville,KY,42,0,6/26/2005,2005
1475799,"Aaron Creek Farms, Inc.",Buffalo Junction,VA,42,0,4/29/2005,2005
1527017,Corby Brown,Gamaliel,KY,42,0,5/2/2008,2008
1613442,St. James Winery,Saint James,MO,43,0,4/9/2009,2009
1641994,Wayne's Nursery,Forest Hill,LA,43,0,2/22/2010,2010
1667131,Gunnewick Custom Harvesting,Hart,TX,43,0,3/15/2011,2011
1654219,Kent Braathen,Devils Lake,ND,43,0,5/1/2010,2010
1575369,"R. Hart Hudson Farms, Inc.",South Hill,VA,44,0,5/28/2008,2008
1448218,"Nourse Farms, Inc",South Deerfield,MA,44,0,8/3/2004,2004
1587132,Kenny Thomason,Scott City,KS,44,0,5/1/2009,2009
1386114,Shear Pleasure,Casper,WY,44,0,2/1/2003,2003
1517305,Labor Camp 606,Johnston,SC,45,0,6/11/2008,2008
1489363,"J.R. Frazier & Sons, Inc.",Oneonta,NY,45,0,9/1/2005,2005
1457904,Nimmer Turf and Tree Farm Inc.,Ridgeland,SC,45,0,1/1/2006,2006
1568760,Ruiz Harvesting,Okeechobee,FL,46,0,10/1/2009,2009
1493232,Zamora Harvesting Inc.,La Feria,TX,46,0,9/1/2007,2007
1474922,"Marin, Pedro FLC",Sebring,FL,46,0,11/1/2006,2006
1582272,"Hoerner Harvesting, Inc",Bowdle,SD,47,0,3/1/2009,2009
1576644,Union Harvest,Yuma,AZ,47,0,11/1/2009,2009
1353556,Lancaster Farms,Suffolk,VA,47,0,5/12/2002,2002
1632196,Timber Ridge Fruit Farm,Gore,VA,48,0,10/7/2009,2009
1544805,Katila's Nursery,Painesville,OH,48,0,7/12/2007,2007
1472549,Woodworth Orchards,Lyndonville,NY,48,0,9/23/2006,2006
1498267,Stephen Sheffer,Hodgenville,KY,48,0,12/15/2005,2005
1622147,"Patout Brothers, Inc.",Jeanerette,LA,49,0,7/19/2009,2009
1619988,Dionisio Produce and Farms,Pueblo,CO,49,0,1/1/2011,2011
1582103,Dutton Ranch Corporation,Sebastopol,CA,49,0,6/3/2008,2008
1676105,Allen T Turner,Berry,KY,49,0,4/20/2010,2010
1584492,"Bluegrass Nursery, Inc.",Shelbyville,KY,50,0,7/24/2008,2008
1518044,542 Hwy 39 Labor Camp,Monetta,SC,50,0,6/19/2008,2008
1618093,James Ray Murdock,Murray,KY,50,0,6/4/2009,2009
1653343,Harton Farms,Cadiz,KY,51,0,5/4/2010,2010
1643001,Texas Farm,Perryton,TX,51,0,10/3/2011,2011
1477879,"J. Jesus Moreno Harvesting, Inc.",Arcadia,FL,52,0,12/1/2006,2006
1662411,John Hudson Farms,Newton Grove,NC,52,0,6/10/2011,2011
1549570,Canopy Drive LC 101,Johnston,SC,53,0,6/18/2009,2009
1526773,Zeller and Sons Farms,Herington,KS,53,0,1/1/2008,2008
1461167,Fann Farms,Salemburg,NC,53,0,1/1/2006,2006
1409208,Bell Ridge Farm,Carthage,NC,53,0,1/1/2005,2005
1426868,Doctor's Lawn & Landscape,Stilwell,KS,54,0,3/1/2005,2005
1656216,"Intergrow Greenhouses, Inc.",Albion,NY,54,0,6/20/2010,2010
1508068,"Chavez Harvesting, LLC",Yuma,AZ,55,0,11/1/2007,2007
1581918,Meadow View Farm and Greenhouses,Southwick,MA,56,0,8/23/2009,2009
1593429,Brian Campbell Farm,Berwick,PA,56,0,10/13/2008,2008
1655369,"Sedan Floral, Inc",Sedan,KS,56,0,6/20/2010,2010
1410202,Altendorf Harvesting,Minto,ND,56,0,3/1/2004,2004
1495546,Baker Farms,Big Creek,MS,57,0,5/6/2007,2007
1461176,Murray's Nursery,Moss Point,MS,57,0,10/29/2004,2004
1622155,"Ulysses Gonsoulin & Son, Inc.",New Iberia,LA,58,0,7/20/2009,2009
1631182,Russell Orchards LC,Clear Brook,VA,58,0,9/9/2009,2009
1476952,Circle 4 Farms,Milford,UT,58,0,7/1/2005,2005
1584953,Phillips Farm,Milford,NJ,59,0,2/20/2010,2010
1430824,"M & A Barnett Trucking, Incorporated",Gem,KS,59,0,6/10/2005,2005
1620088,"Bluff View Farm, Inc.",Caseyville,IL,59,0,7/1/2009,2009
1552077,Odom Farms,Austin,AR,60,0,7/19/2007,2007
1549871,"Carol Paul, FLC",Belle Glade,FL,60,0,6/1/2008,2008
1558687,"DeBadts, Jay R. & Sons Fruit Farm LLC",Sodus,NY,61,0,9/27/2008,2008
1625924,"Hines Chopping, LLC",Coolidge,KS,61,0,8/30/2009,2009
1510018,"Bryant Orchards, Inc.",Fincastle,VA,61,0,5/3/2006,2006
1458297,"Woodmont Orchards, Inc.",Londonderry,NH,62,0,10/19/2004,2004
1558697,"Lynn-Ette & Sons, Inc.",Kent,NY,64,0,7/1/2009,2009
1600339,Dale Lucas' Farm,Dunn,NC,64,0,2/4/2009,2009
1482812,"James F. Demski Farms, Inc.",Coloma,MI,65,0,3/15/2007,2007
1524483,Kona Coffee Grounds LLC,Holualoa,HI,66,0,6/23/2008,2008
1526612,Kemmerer Farms,Berwick,PA,66,0,10/23/2006,2006
1668264,Fino Farms,Milton,NY,66,0,11/15/2010,2010
1653352,R & M Tobacco,Hopkinsville,KY,66,0,4/5/2011,2011
1495789,Topashaw Farms,Vardaman,MS,67,0,3/8/2006,2006
1373089,Gerten Greenhouses,Inver Grove Heights,MN,67,0,2/15/2004,2004
1323647,J & R Baker Farms,Norman Park,GA,68,0,3/28/2003,2003
1469562,Mity Mole Inc,Arcadia,FL,68,0,12/1/2006,2006
1639592,"Orange Blossom Harvesting, Inc",Arcadia,FL,69,0,11/16/2010,2010
1493215,DeFisher Fruit Farms,Williamson,NY,69,0,8/20/2007,2007
1479659,R. Hart Hudson Farms,South Hill,VA,69,0,8/9/2006,2006
1057861,Maria Barajas,Arcadia,FL,70,0,11/1/1999,1999
1517767,"Rancho Largo De Rama, LLC (FLC)",Omega,GA,71,0,3/1/2008,2008
1361311,Voelpel Farms,Newfane,NY,71,0,8/25/2002,2002
314161,Highland Fraser Firs,Plumtree,NC,73,0,5/1/1996,1996
1564740,"M & A Barnett Trucking, Incorporated",Grainfield,KS,73,0,12/31/2007,2007
1558811,Root Brothers Farms,Albion,NY,73,0,1/3/2009,2009
1540341,"Fonseca, Jesus, FLC",Lake Placid,FL,73,0,11/27/2008,2008
1642127,"Morales, Nestor - H2AFLC",Arcadia,FL,75,0,12/1/2010,2010
1622129,"3-D Sugar Farms, Inc.",Maurice,LA,76,0,7/21/2009,2009
1510260,"Delta Equine Center, LLC",Vinton,LA,77,0,6/5/2007,2007
1437944,Eubanks Farms,Wilmar,AR,77,0,6/1/2006,2006
1622137,"Circle A Farms, Inc.",Maurice,LA,77,0,7/20/2009,2009
1644127,Highbaugh & Turner LLC,Magnolia,KY,78,0,3/7/2010,2010
1486461,Willowbend Nursery,Perry,OH,78,0,8/5/2006,2006
1544572,Margarita Cardenas - FLC,Lyons,GA,79,0,4/1/2008,2008
1618080,M & M Farmers Association,Melber,KY,80,0,6/4/2009,2009
1542200,Snow Hill Nursery,Shelbyville,KY,80,0,4/22/2007,2007
1520931,Andrew Tyson,Nashville,NC,80,0,1/1/2008,2008
1497611,"Wieczorek, John or Pat",Mount Vernon,SD,80,0,3/25/2006,2006
1527392,Millstream Farms,Dunn,NC,81,0,1/1/2008,2008
1490550,"Childstock Farms, Inc.",Malone,NY,82,0,9/11/2005,2005
1614685,Pavero Cold Storage,Highland,NY,83,0,1/1/2010,2010
1526946,Sage Hill Farms,Zillah,WA,83,0,5/6/2008,2008
1645372,Phillips  Brothers Farm,Yazoo City,MS,83,0,3/18/2010,2010
1622154,"Townsend Brothers Farms, Inc.",Bunkie,LA,87,0,6/29/2009,2009
1585848,Heart Seventeen,Deltaville,VA,87,0,4/1/2009,2009
1576039,Carolina Farms and Harvesting,Johnston,SC,87,0,2/1/2010,2010
1622131,"Angelo's Lawn-Scape of Louisiana, Inc.",Baton Rouge,LA,87,0,3/1/2010,2010
1487367,"DeAnda Bean Walkers and Detasselers, Inc.",Sioux City,IA,87,0,1/1/2007,2007
1368444,Schemper Harvesting,Holdrege,NE,87,0,1/1/2003,2003
1533182,Lazy R Farms,Wendell,ID,88,0,2/22/2007,2007
1652760,Carolina Farms and Harvesting,Johnston,SC,88,0,1/1/2011,2011
1559734,Chris Lankford,Ripley,TN,89,0,9/29/2008,2008
1632198,B & W Quality Growers,Martinsburg,WV,89,0,10/5/2009,2009
1408467,Dixie Belle,Ridge Spring,SC,90,0,4/10/2005,2005
1643417,"Southeastern Harvesting, Inc",Arcadia,FL,90,0,11/11/2011,2011
1540754,Lee Purdy,Cave City,KY,90,0,3/27/2007,2007
1621423,Richard E. Wallace,Drakes Branch,VA,91,0,7/30/2009,2009
1523485,RB Farms,Cadiz,KY,91,0,8/31/2006,2006
1559614,Cantu Harvesting,Edinburg,TX,92,0,6/11/2009,2009
1385048,Kurt Weiss Greenhouses,Center Moriches,NY,93,0,4/2/2003,2003
1604073,Dasher Harvesting,Glennville,GA,94,0,4/15/2009,2009
1422522,Schreiber Orchards,Milton,NY,94,0,1/1/2004,2004
1224190,"Ham's Farm, Inc",Snow Hill,NC,95,0,7/5/2000,2000
1547171,Northern Christmas Trees and Nursery,Merrillan,WI,98,0,1/1/2008,2008
1359919,Shore Acres Plant Farm,Theodore,AL,98,0,5/2/2002,2002
1626098,Highland Gardens,American Fork,UT,100,0,7/30/2009,2009
1495927,Bill Case Farms,Albany,OR,103,0,8/1/2007,2007
1305327,Global Horizon Inc.,Los Angeles,CA,104,0,8/8/2003,2003
1591487,"JRB, L.L.C",Evanston,WY,104,0,8/12/2008,2008
1612747,EAM Harvesting LLC,Arcadia,FL,105,0,12/4/2009,2009
1656954,"HB Harvesting, Inc. - FLC",Arcadia,FL,106,0,11/1/2011,2011
1592683,"Alstede Farms, LLC",Chester,NJ,110,0,4/1/2010,2010
1590040,Larchmont Farms,Deerfield,NJ,110,0,6/6/2010,2010
1441247,Phillips Farms,Milford,NJ,110,0,5/26/2006,2006
1526945,"High Valley Orchards, LLC",Wapato,WA,111,0,5/6/2008,2008
1356382,New Tree Personnel Services,Raleigh,NC,111,0,4/1/2004,2004
1503810,A. Oseguera,Salinas,CA,113,0,11/1/2007,2007
1487190,Larry Trover Produce,Vienna,IL,113,0,6/16/2007,2007
1656867,"Titan Peach Farms, Inc",Ridge Spring,SC,113,0,12/10/2010,2010
1532384,"Toto's Picking, Inc.",Homestead,FL,114,0,12/21/2007,2007
1628997,KAT Nurseries,Olathe,KS,117,0,4/27/2009,2009
1505087,Unique Farms,Miami,FL,120,0,11/1/2007,2007
1461940,GTN Employment Agency,Charlotte,NC,120,0,2/8/2006,2006
1588229,"P & L Harvesting, LLC",Alva,FL,120,0,12/3/2009,2009
1495474,Pavero Cold Storage,Highland,NY,121,0,1/1/2006,2006
1563536,Yoakum County Co-op Gin,Plains,TX,122,0,10/1/2009,2009
1499973,"Global Horizons, Inc.",Los Angeles,CA,122,0,4/19/2007,2007
1632743,"Strathmeyer Forests, Inc.",Dover,PA,123,0,12/12/2009,2009
1480689,Olson's Greenhouse Garden,Salem,UT,123,0,8/3/2005,2005
1592366,Mount Pleasant Winery,Augusta,MO,125,0,12/1/2008,2008
1633084,Quality Produce LLC,Tifton,GA,125,0,1/1/2010,2010
1624166,"Bieber Farms Crawfish, Inc.",Mamou,LA,126,0,4/22/2011,2011
1510034,Historyland Nursery,Warsaw,VA,127,0,5/25/2006,2006
1531036,Carline Hot Pickers,Miami,FL,128,0,5/4/2008,2008
1463556,Frank Diehl Farms/ Lee & Diehl Farm,Wimauma,FL,130,0,10/31/2006,2006
1370311,Aloun Farms,Kapolei,HI,134,0,2/17/2003,2003
1562436,"REB Cane Creek Farms, Inc.",Vardaman,MS,136,0,3/16/2008,2008
1662725,HJT Packaging,Midway,TN,138,0,4/9/2012,2012
1485729,Zirkle,Selah,WA,138,0,7/9/2005,2005
1627184,Heldt Produce,Ashland,NE,139,0,6/15/2010,2010
1496262,"Sedan Floral, Inc",Sedan,KS,141,0,11/7/2005,2005
1662722,Shelton & Sons Farms,Morristown,TN,141,0,5/7/2012,2012
1449535,Marty Wardlaw,Hermitage,AR,144,0,6/4/2005,2005
1595608,Mt. Clifton Fruit,Timberville,VA,145,0,9/21/2008,2008
1651568,Loma Vista Nursery,Ottawa,KS,145,0,4/13/2010,2010
1614589,Adams Land & Cattle Co.,Broken Bow,NE,148,0,4/14/2009,2009
1478732,"A. Oseguera Company, Inc.",Salinas,CA,150,0,12/15/2005,2005
1504121,BC Harvesting,Salinas,CA,155,0,12/1/2007,2007
257387,North Carolina Growers Association,Vass,NC,156,0,5/1/1995,1995
1370820,Brent Harrod,Hermitage,AR,168,0,6/13/2004,2004
1473967,"Global Horizons Manpower, Incorporated",Los Angeles,CA,169,0,1/21/2007,2007
1580172,Chad Olsen,Hendricks,MN,170,0,5/28/2008,2008
1506719,Bimbo's Best Produce Inc,Amite,LA,171,0,9/20/2007,2007
1621726,Talbott's Mountain Gold,Palisade,CO,175,0,7/26/2009,2009
1448337,Taylor Orchards,Reynolds,GA,181,0,1/4/2006,2006
1558453,Vinson Farms,Cadiz,KY,185,0,5/15/2008,2008
1629991,Frank Turner Farms,Utica,KY,191,0,6/26/2009,2009
1486058,Parker Farms,Oak Grove,VA,194,0,11/18/2005,2005
1222299,W.B. Contract Swine Production,Armstrong,IA,196,0,5/25/2001,2001
1559743,R. Zamorano Produce Co.,Edinburg,TX,199,0,7/16/2009,2009
1189138,"Gracia, Jose FLC",Frostproof,FL,201,0,10/15/2000,2000
1584538,R. Zamorano Produce (LG Packaging),Edinburg,TX,202,0,2/15/2010,2010
1519256,Richard and Scott Tyson,Nashville,NC,204,0,1/1/2008,2008
1584453,"Color Star Growers of Colorado, Inc.",Fort Lupton,CO,210,0,1/23/2009,2009
1631178,Fruit Hill Orchards,Winchester,VA,214,0,9/20/2009,2009
1621924,Mandujano Brothers,Coyanosa,TX,234,0,7/19/2010,2010
1531046,Puroul Picking,Miami,FL,236,0,10/3/2008,2008
1395650,Romero Harvesting,Okeechobee,FL,248,0,11/1/2004,2004
1534924,Dunson Harvesting Inc.,Winter Haven,FL,255,0,11/1/2008,2008
1502690,"Barajas, Hector - FLC",Arcadia,FL,278,0,11/15/2006,2006
1522239,Aloun Farms Inc,Kapolei,HI,279,0,5/1/2004,2004
1285150,Hyatt Farms,Lake Wales,FL,316,0,9/30/2001,2001
1612751,Overlook Harvesting Company LLC,Winter Haven,FL,361,0,12/1/2010,2010
1469889,Global Horizons Incorporated,Worthington,PA,372,0,4/7/2006,2006
1517298,Carolina Farms and Harvesting,Johnston,SC,396,0,1/1/2007,2007
1654550,Overlook Harvesting Company,Winter Haven,FL,401,0,10/24/2011,2011
1517384,LBJ Farms,Gila Bend,AZ,430,0,2/1/2008,2008
1424379,VAGA,South Boston,VA,448,0,9/29/2005,2005
1586862,"Color Star Growers of Colorado, Inc - Main",Fort Lupton,CO,499,0,1/10/2009,2009
1515262,"Pride's Corner Farms, Inc.",Lebanon,CT,502,0,6/13/2006,2006
1503788,E C Labor,Calexico,CA,541,0,11/5/2007,2007
1484934,"S & H Farm Labor, LLC",Parker,AZ,566,0,11/1/2006,2006
1037025,Empire Farms,Empire,NV,573,0,1/2/1998,1998
1077835,Parker Farms,Oak Grove,VA,616,0,4/30/1999,1999
1468741,EAM Harvesting Inc,Arcadia,FL,659,0,11/1/2006,2006
1633334,Pumpkin Patch Fundraisers,Farmington,NM,766,0,9/9/2011,2011
1464396,"McClure Farms/West Coast Tomatoes, Inc.",Palmetto,FL,851,0,10/22/2006,2006
1478771,"Wm. G. Roe and Sons, Inc.",Winter Haven,FL,974,0,9/4/2006,2006
1512941,"Tanimura & Antle, Inc.",Salinas,CA,1065,0,1/13/2008,2008
1592544,Western Range Association,Salt Lake City,UT,1408,0,8/22/2008,2008
1517039,Eurofresh,Willcox,AZ,1410,0,3/3/2008,2008
1622241,T Bell Detasseling LLC,Lone Tree,IA,1413,0,7/22/2009,2009
1559021,"Peri  & Sons Farm, Inc.",Yerington,NV,1470,0,1/1/2008,2008
1405687,"Global Horizons Manpower, Inc.",Los Angeles,CA,1473,0,11/15/2004,2004
1457967,"Sierra Cascade Nursery, Inc",Susanville,CA,2661,0,9/25/2006,2006
1605979,"Marshfield Forest Service, Inc",Post Falls,ID,0,1,1/20/2010,2010
1596081,Community Green Landscaping,Loveland,OH,0,1,10/4/2008,2008
1572751,Anthony Bull Company,Corinth,MS,0,1,3/13/2009,2009
1572711,"Alpine Forestry, LLC",Lagrange,GA,0,1,12/17/2009,2009
1658838,"Texas Land Care, Inc.",Dallas,TX,0,1,6/16/2010,2010
1651885,Williams Forestry & Associates,Ray,OH,0,1,12/16/2011,2011
1634190,ATX Environmental Solutions,Austin,TX,0,1,12/22/2009,2009
1618536,Classic Tejas Construction Inc,Euless,TX,0,1,5/18/2009,2009
1643145,Cima,Avon,CO,0,1,9/1/2011,2011
1620294,Lawns Unlimited,New Iberia,LA,0,1,10/12/2009,2009
1695387,Belvin Seafood,Hayes,VA,0,1,4/21/2011,2011
1686004,"Keith's Lawn Service of Tierra Verde, Inc.",Saint Petersburg,FL,0,1,3/30/2011,2011
1601375,"Badger Evergreen Farms I, LLC",Merrill,WI,0,2,1/1/2010,2010
1580127,"Ponderosa Reforestation, Inc.",Medford,OR,0,2,5/1/2008,2008
1636056,H & M Landscaping,Newbury,OH,0,2,11/7/2009,2009
1633244,"GLK Foods, LLC",Bear Creek,WI,0,2,4/1/2011,2011
1594655,"Great Lakes Kraut Company, LLC",Bear Creek,WI,0,2,4/9/2010,2010
1625248,Starwood,Myrtle Beach,SC,0,2,5/3/2010,2010
1584897,Fernandez Events,Kapolei,HI,0,2,8/25/2009,2009
1576484,"Excel Forestry Services, Inc.",Demopolis,AL,0,2,12/3/2009,2009
1642351,The Westin Riverfront Resort and Spa,Avon,CO,0,2,1/25/2010,2010
1599778,"Northwoods Forestry, Inc.",Eleva,WI,0,2,2/7/2009,2009
1590940,McCallisters,Painesville,OH,0,2,8/24/2008,2008
1660586,Roark Landscaping Corporation,Tulsa,OK,0,2,4/1/2011,2011
1657655,Superior Lawn Care,New Stanton,PA,0,2,6/13/2010,2010
1582762,Silvis Group,Mount Pleasant,PA,0,2,1/3/2009,2009
1592398,Vanderbilt Landscaping LLC,Smyrna,TN,0,3,11/20/2009,2009
1588320,Felix Palencia Forest Service,Pittsfield,ME,0,3,5/15/2010,2010
1560380,Emerald Coast Hospitality Service Inc.,Tampa,FL,0,3,4/1/2008,2008
1642341,Christie Lodge,Avon,CO,0,3,11/15/2010,2010
1589381,"Top Tier Turf and Ornamental, LLC",Baton Rouge,LA,0,3,9/5/2008,2008
1595709,Fenway Golf Club,Scarsdale,NY,0,4,11/27/2009,2009
1606482,South Seas Island Resort,Captiva,FL,0,4,3/19/2009,2009
1686872,Starwood of Myrtle Beach,Myrtle Beach,SC,0,4,3/12/2011,2011
1632190,Jim Dunphy's Landscaping,Willingboro,NJ,0,5,1/1/2010,2010
1582704,MP Forestry,Central Point,OR,0,5,12/1/2008,2008
1693053,Bob's Tree Preservation Service,Scott,LA,0,5,6/21/2011,2011
1622895,America's Best Value Inn,Rapid City,SD,0,6,7/2/2009,2009
1622901,Hampton Inn of Rapid City,Rapid City,SD,0,6,7/8/2009,2009
1619918,"Grass Rangers, LLC",Saint Amant,LA,0,6,3/29/2010,2010
1583915,Hampton Inn,Sheridan,WY,0,6,10/1/2009,2009
1630692,"Newport Hotel Services, Inc. d/b/a",Newport,RI,0,6,10/2/2009,2009
1601132,Gorges Grant Hotel,Ogunquit,ME,0,6,5/1/2009,2009
1673315,Riceland Crawfish,Eunice,LA,0,6,10/30/2010,2010
1642346,"East West Resorts, LLC",Avon,CO,0,7,10/1/2009,2009
1626668,"Louisiana Blue Crab, LLC",Abbeville,LA,0,7,3/30/2010,2010
1607766,Green Turf Incorporated,Jones,OK,0,7,6/15/2009,2009
1610682,Feliciana Seafood Market and Deli,Saint Francisville,LA,0,9,5/4/2009,2009
1619679,GEM Interiors,Milford,OH,0,9,6/5/2009,2009
1577300,Mainscape Corp,Fishers,IN,0,10,7/4/2009,2009
1622887,Mount Rushmore National Memorial,Keystone,SD,0,11,7/6/2009,2009
1622360,Steel City Landscaping,Pittsburgh,PA,0,11,8/1/2009,2009
1594586,Golden Maintenance,Orem,UT,0,12,10/13/2008,2008
1571925,Tyler Forestry,Buena Vista,GA,0,13,9/1/2009,2009
1673070,"Yankee Canal Seafood, Inc",Golden Meadow,LA,0,13,5/17/2011,2011
1573292,Forestree Network Services (FLC),Roanoke,AL,0,14,10/1/2009,2009
1626200,Angelo's Lawn-Scape of Louisiana,Baton Rouge,LA,0,14,9/8/2009,2009
1665360,Kuppek Landscaping,Pennington,NJ,0,15,4/1/2012,2012
1532503,American Lawn Brothers,Sterling,VA,0,20,4/1/2010,2010
1582818,Omni Mt. Washington Resort,Bretton Woods,NH,0,21,12/12/2009,2009
1642350,Park Hyatt Beaver Creek Resort and Spa,Avon,CO,0,23,12/1/2009,2009
1606439,Vail Marriott Mountain Resort & Spa,Vail,CO,0,28,1/28/2009,2009
1622899,Mount Rushmore KOA Palmer Gulch,Hill City,SD,0,29,7/2/2009,2009
1584182,"ISS Grounds Control, Inc.",SAN ANTONIO,TX,0,34,3/1/2010,2010
1583430,Mariani Landscaping,Lake Bluff,IL,0,39,4/1/2010,2010
1622902,Radisson Hotel,Rapid City,SD,0,40,4/1/2009,2009
1591382,Champlain Stone,Warrensburg,NY,0,57,10/15/2009,2009
1637578,GEM Interiors,Milford,OH,0,57,6/1/2009,2009
1620475,"Harvest Time Seafood, Inc.",Abbeville,LA,0,61,6/3/2009,2009
1663047,Narciso Perez dba Perez Forestry,Huttig,AR,0,76,7/4/2012,2012
1615541,Popsy Pops,Somerdale,NJ,0,86,2/1/2010,2010
1658923,CJ's Seafood,Breaux Bridge,LA,0,91,6/13/2010,2010
1587882,Custer State Park Resort,Custer,SD,0,139,4/1/2010,2010
